patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,4,2,6,4,2,1,5,5,5
0,500,3,5,4,7,6,0,0,0,0
1,0,32412,10967,6498,1874,1779,1,4,4,4
1,500,1505,1458,1425,1344,1326,0,0,0,0
2,0,8022,727,1245,1179,1180,1,5,5,5
2,500,1080,1091,1051,1036,1017,0,0,0,0
3,0,12724,1063,1702,1628,1512,1,5,5,5
3,500,1410,1373,1325,1285,1229,0,0,0,0
4,0,3159,853,1214,1178,1150,1,4,4,4
4,500,1010,1023,972,972,944,0,0,0,0
5,0,9829,669,1583,1475,1433,1,6,6,6
5,500,1300,1283,1232,1193,1155,0,0,0,0
6,0,3317,436,1124,1101,1066,1,6,6,6
6,500,996,970,967,931,916,0,0,0,0
7,0,892,329,844,845,818,1,6,6,6
7,500,756,771,747,733,733,0,0,0,0
8,0,6100,431,1308,1214,1210,1,7,7,7
8,500,1064,1117,1024,1010,971,0,0,0,0
9,0,9045,331,1217,1135,1130,1,7,7,7
9,500,992,1004,974,936,934,0,0,0,0
