patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,6,3,2,3,1,1,1,1
0,500,2,9,7,7,7,0,0,0,0
1,0,9017,285,452,455,453,1,1,1,1
1,500,410,422,398,399,398,0,0,0,0
2,0,3990,290,421,422,422,1,1,1,1
2,500,386,408,400,378,381,0,0,0,0
3,0,8573,312,440,441,441,1,1,1,1
3,500,399,427,391,389,387,0,0,0,0
4,0,446,293,391,376,363,1,1,1,1
4,500,330,349,348,347,348,0,0,0,0
5,0,1034,258,333,331,335,1,1,1,1
5,500,301,321,317,316,316,0,0,0,0
6,0,3756,264,323,320,322,1,1,1,1
6,500,287,308,306,304,306,0,0,0,0
7,0,4730,286,328,329,327,1,1,1,1
7,500,294,312,292,294,292,0,0,0,0
8,0,6260,338,372,370,368,1,1,1,1
8,500,327,353,331,320,322,0,0,0,0
9,0,386,402,413,410,384,1,1,1,1
9,500,386,373,373,370,371,0,0,0,0
