patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,4,5,3,3,3,1,2,2,2
0,500,3,8,6,6,6,0,0,0,0
1,0,10224,7345,1549,1458,1433,1,2,2,2
1,500,1141,1177,1165,1161,1106,0,0,0,0
2,0,2137,766,937,923,874,1,2,2,2
2,500,718,751,708,710,707,0,0,0,0
3,0,2925,964,1056,989,986,1,2,2,2
3,500,813,820,814,793,774,0,0,0,0
4,0,665,710,746,740,736,1,2,2,2
4,500,597,620,613,612,585,0,0,0,0
5,0,729,495,839,819,818,1,4,4,4
5,500,635,544,541,535,525,0,0,0,0
6,0,10379,997,1206,1157,1132,1,2,2,2
6,500,948,980,916,913,899,0,0,0,0
7,0,778,687,891,852,852,1,2,2,2
7,500,719,722,716,740,682,0,0,0,0
8,0,760,498,853,805,808,1,4,4,4
8,500,679,684,685,681,512,0,0,0,0
9,0,452,293,488,481,498,1,2,2,2
9,500,443,424,428,422,427,0,0,0,0
