patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,3,3,2,3,1,1,1,1
0,500,3,8,6,6,7,0,0,0,0
1,0,6668,493,812,792,747,1,1,1,1
1,500,688,755,695,692,691,0,0,0,0
2,0,622,427,649,642,622,1,1,1,1
2,500,554,597,604,587,562,0,0,0,0
3,0,524,403,565,550,534,1,1,1,1
3,500,490,534,535,509,507,0,0,0,0
4,0,477,387,507,481,483,1,1,1,1
4,500,449,482,476,463,463,0,0,0,0
5,0,433,374,459,441,435,1,1,1,1
5,500,411,445,434,437,422,0,0,0,0
6,0,392,354,422,425,415,1,1,1,1
6,500,371,405,404,404,398,0,0,0,0
7,0,357,267,300,305,302,1,1,1,1
7,500,312,303,314,311,302,0,0,0,0
8,0,320,290,305,311,300,1,1,1,1
8,500,316,313,304,310,298,0,0,0,0
9,0,318,303,301,303,313,1,1,1,1
9,500,316,309,300,304,308,0,0,0,0
