patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,3,3,3,4,1,3,3,3
0,500,3,9,8,8,8,0,0,0,0
1,0,14787,4898,1086,1083,1024,1,3,3,3
1,500,939,936,892,893,854,0,0,0,0
2,0,4926,503,864,863,824,1,3,3,3
2,500,751,771,744,724,724,0,0,0,0
3,0,4844,668,1088,1024,1004,1,3,3,3
3,500,910,885,881,853,820,0,0,0,0
4,0,881,631,884,882,847,1,3,3,3
4,500,774,792,756,743,744,0,0,0,0
5,0,1794,447,645,644,644,1,3,3,3
5,500,570,577,575,573,561,0,0,0,0
6,0,662,565,711,688,677,1,3,3,3
6,500,629,639,608,608,610,0,0,0,0
7,0,4977,421,860,858,841,1,3,3,3
7,500,715,740,729,681,680,0,0,0,0
8,0,1822,587,687,688,667,1,3,3,3
8,500,576,594,591,585,560,0,0,0,0
9,0,4492,528,567,567,567,1,3,3,3
9,500,503,522,521,523,488,0,0,0,0
