patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,8,14,2,2,1,10,10,10
0,500,1,7,11,5,9,0,0,0,0
1,0,10040,4471,2844,1034,1150,1,7,7,7
1,500,859,866,859,819,807,0,0,0,0
2,0,3941,439,975,933,917,1,7,7,7
2,500,715,709,694,694,680,0,0,0,0
3,0,671,334,791,768,751,1,7,7,7
3,500,579,594,568,565,564,0,0,0,0
4,0,6963,319,1249,1236,1150,1,7,7,7
4,500,873,855,832,833,832,0,0,0,0
5,0,842,371,980,951,949,1,7,7,7
5,500,667,687,684,658,644,0,0,0,0
6,0,658,263,783,753,752,1,7,7,7
6,500,553,540,539,539,537,0,0,0,0
7,0,536,189,645,641,642,1,7,7,7
7,500,439,457,452,454,453,0,0,0,0
8,0,446,145,567,564,562,1,7,7,7
8,500,385,390,389,386,389,0,0,0,0
9,0,397,116,506,497,496,1,7,7,7
9,500,340,353,352,262,260,0,0,0,0
