patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,1258,4,4,4,1,1,1,1
0,500,7,10,8,7,7,0,0,0,0
1,0,11055,565,838,814,768,1,1,1,1
1,500,683,711,669,656,650,0,0,0,0
2,0,3702,551,775,768,742,1,1,1,1
2,500,626,647,632,588,587,0,0,0,0
3,0,554,477,619,605,603,1,1,1,1
3,500,523,524,500,498,498,0,0,0,0
4,0,481,410,517,523,518,1,1,1,1
4,500,443,447,432,430,430,0,0,0,0
5,0,406,384,449,453,444,1,1,1,1
5,500,384,401,393,374,377,0,0,0,0
6,0,346,337,404,409,392,1,1,1,1
6,500,333,348,344,344,342,0,0,0,0
7,0,6962,621,723,719,672,1,1,1,1
7,500,559,586,579,540,534,0,0,0,0
8,0,491,532,564,543,551,1,1,1,1
8,500,461,458,426,411,413,0,0,0,0
9,0,379,438,450,430,422,1,1,1,1
9,500,354,373,370,370,357,0,0,0,0
