patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,2,4,3,3,1,3,3,3
0,500,2,7,7,6,6,0,0,0,0
1,0,6496,13404,1262,1255,1163,1,3,3,3
1,500,1079,1023,1019,977,951,0,0,0,0
2,0,958,563,946,934,892,1,3,3,3
2,500,829,826,797,797,779,0,0,0,0
3,0,770,482,760,724,721,1,3,3,3
3,500,669,672,650,650,649,0,0,0,0
4,0,649,482,688,689,659,1,3,3,3
4,500,610,624,620,597,598,0,0,0,0
5,0,3631,398,553,551,550,1,3,3,3
5,500,436,391,392,390,390,0,0,0,0
6,0,3014,303,394,394,392,1,3,3,3
6,500,392,371,371,368,370,0,0,0,0
7,0,4981,306,549,626,626,1,3,3,3
7,500,570,574,554,554,553,0,0,0,0
8,0,7318,716,923,931,853,1,3,3,3
8,500,771,799,735,733,740,0,0,0,0
9,0,4201,837,885,864,811,1,3,3,3
9,500,733,740,687,686,686,0,0,0,0
