patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,3,3,3,2,1,2,2,2
0,500,2,7,6,6,7,0,0,0,0
1,0,6261,7068,403,401,403,1,2,2,2
1,500,309,323,321,301,294,0,0,0,0
2,0,285,276,377,381,376,1,4,4,4
2,500,279,277,272,275,274,0,0,0,0
3,0,264,208,350,351,327,1,4,4,4
3,500,247,259,254,254,257,0,0,0,0
4,0,245,193,330,303,301,1,4,4,4
4,500,230,240,239,240,238,0,0,0,0
5,0,231,204,300,286,284,1,4,4,4
5,500,217,225,224,226,225,0,0,0,0
6,0,217,177,281,270,270,1,4,4,4
6,500,207,213,212,214,214,0,0,0,0
7,0,205,167,274,257,257,1,4,4,4
7,500,194,204,201,202,202,0,0,0,0
8,0,7526,204,248,368,387,1,2,2,2
8,500,296,310,306,304,304,0,0,0,0
9,0,305,237,371,373,373,1,4,4,4
9,500,283,297,295,276,274,0,0,0,0
