version,added,durationms,rate,accsize,durationmin,accsizegb
0,460,132406,0,454571560,2.20677,0.423353
1,64,131485,0,468299103,2.19142,0.436138
2,64,131041,0,467507566,2.18402,0.4354
3,62,130707,0,466923648,2.17845,0.434857
4,154,130481,0,466266993,2.17468,0.434245
5,92,130377,0,465520564,2.17295,0.43355
6,56,127031,0,464813387,2.11718,0.432891
7,46,132203,0,427442973,2.20338,0.398087
8,22,128927,0,460360524,2.14878,0.428744
9,56,128893,0,459796626,2.14822,0.428219
10,70,128282,0,459371419,2.13803,0.427823
11,22,128113,0,458899069,2.13522,0.427383
12,34,127665,0,458558685,2.12775,0.427066
13,32,127906,0,458245149,2.13177,0.426774
14,36,127345,0,454302547,2.12242,0.423102
15,36,126888,0,453451905,2.1148,0.42231
16,24,126291,0,452890799,2.10485,0.421787
17,24,126091,0,452622574,2.10152,0.421538
18,26,125726,0,452273688,2.09543,0.421213
19,30,125296,0,451689265,2.08827,0.420668
20,84,125782,0,451014071,2.09637,0.42004
21,28,125410,0,447410670,2.09017,0.416684
22,36,124775,0,446863657,2.07958,0.416174
23,48,124233,0,446434392,2.07055,0.415774
24,42,123855,0,445931680,2.06425,0.415306
25,30,123524,0,445553593,2.05873,0.414954
26,34,123139,0,445212953,2.05232,0.414637
27,28,123316,0,444525404,2.05527,0.413997
28,28,122786,0,440935825,2.04643,0.410653
29,32,122594,0,440622003,2.04323,0.410361
30,26,122290,0,440350722,2.03817,0.410109
31,20,122055,0,439855970,2.03425,0.409648
32,36,121458,0,439461784,2.0243,0.409281
33,30,121078,0,438987986,2.01797,0.408839
34,24,121627,0,438707203,2.02712,0.408578
35,28,120628,0,435991883,2.01047,0.406049
36,26,120126,0,435713141,2.0021,0.405789
37,36,120214,0,435292811,2.00357,0.405398
38,32,119362,0,434691002,1.98937,0.404838
39,26,119060,0,434028770,1.98433,0.404221
40,28,118445,0,433496330,1.97408,0.403725
41,20,118859,0,432878186,1.98098,0.403149
42,40,118134,0,429487011,1.9689,0.399991
43,440,117888,0,428561372,1.9648,0.399129
44,556,117431,0,427865188,1.95718,0.398481
45,420,116925,0,427126044,1.94875,0.397792
46,164,116475,0,426305233,1.94125,0.397028
47,440,116392,0,425520906,1.93987,0.396297
48,1130,116560,0,409179938,1.94267,0.381079
49,468,115182,0,420357553,1.9197,0.391488
50,480,114818,0,419610097,1.91363,0.390792
51,330,114260,0,418810645,1.90433,0.390048
52,124,114069,0,418320057,1.90115,0.389591
53,786,114099,0,418319738,1.90165,0.389591
54,544,113395,0,417546734,1.88992,0.388871
55,488,113106,0,387036736,1.8851,0.360456
56,110,112134,0,413525869,1.8689,0.385126
57,112,112450,0,412885229,1.87417,0.384529
58,770,111915,0,412151530,1.86525,0.383846
59,268,111038,0,411477686,1.85063,0.383218
