version,added,durationms,rate,accsize,durationmin,accsizegb
00,155,20,7,11540,0.000333333,1.07475e-05
01,48,32,1,12330758,0.000533333,0.0114839
02,43,23,1,12331024,0.000383333,0.0114842
03,42,34,1,12331261,0.000566667,0.0114844
04,106,56,1,12332065,0.000933333,0.0114851
05,62,83,0,12332482,0.00138333,0.0114855
06,50,117,0,12332748,0.00195,0.0114858
07,34,134,0,12333546,0.00223333,0.0114865
08,22,151,0,12337743,0.00251667,0.0114904
09,39,132,0,12337962,0.0022,0.0114906
010,46,123,0,12338239,0.00205,0.0114909
011,22,139,0,12338339,0.00231667,0.011491
012,28,149,0,12338482,0.00248333,0.0114911
013,27,160,0,12342699,0.00266667,0.011495
014,37,171,0,12342880,0.00285,0.0114952
015,29,182,0,12343116,0.00303333,0.0114954
016,29,190,0,12343211,0.00316667,0.0114955
017,29,144,0,12343325,0.0024,0.0114956
018,31,144,0,12343459,0.0024,0.0114957
019,26,149,0,12343589,0.00248333,0.0114959
020,89,167,0,12344049,0.00278333,0.0114963
021,25,185,0,12344163,0.00308333,0.0114964
022,29,193,0,12344293,0.00321667,0.0114965
023,53,192,0,12344633,0.0032,0.0114968
024,37,189,0,12145890,0.00315,0.0113117
025,26,198,0,12145995,0.0033,0.0113118
026,28,203,0,12146128,0.00338333,0.011312
027,25,213,0,12146244,0.00355,0.0113121
028,33,221,0,11957693,0.00368333,0.0111365
029,27,221,0,12374054,0.00368333,0.0115242
030,24,207,0,12374138,0.00345,0.0115243
031,25,211,0,12374252,0.00351667,0.0115244
032,29,201,0,12374484,0.00335,0.0115246
033,35,221,0,12374631,0.00368333,0.0115248
034,29,203,0,12374748,0.00338333,0.0115249
035,33,206,0,12374835,0.00343333,0.011525
036,31,212,0,12374941,0.00353333,0.0115251
037,29,241,0,12375070,0.00401667,0.0115252
038,27,228,0,12375225,0.0038,0.0115253
039,31,228,0,12375357,0.0038,0.0115254
040,25,221,0,12375480,0.00368333,0.0115256
041,25,227,0,12375571,0.00378333,0.0115256
042,31,232,0,12375737,0.00386667,0.0115258
043,283,261,1,12377967,0.00435,0.0115279
044,370,361,1,12380038,0.00601667,0.0115298
045,226,440,0,12382263,0.00733333,0.0115319
046,107,510,0,12382711,0.0085,0.0115323
